sim,farm_id,county_name,production,newly_infected,newly_detected
1,360,Jolly Island,conventional,FALSE,FALSE
1,361,Jolly Island,conventional,FALSE,FALSE
1,362,Jolly Island,conventional,FALSE,FALSE
1,363,Jolly Island,broiler_2,FALSE,FALSE
1,364,Jolly Island,conventional,FALSE,FALSE
1,365,Jolly Island,broiler_1,FALSE,FALSE
1,366,Jolly Island,conventional,FALSE,FALSE
1,367,Jolly Island,broiler_2,FALSE,FALSE
1,368,Jolly Island,conventional,FALSE,FALSE
1,369,Jolly Island,layer,FALSE,FALSE
1,370,Jolly Island,conventional,FALSE,FALSE
1,371,Jolly Island,conventional,FALSE,FALSE
1,372,Jolly Island,organic,FALSE,FALSE
1,373,Jolly Island,broiler_2,FALSE,FALSE
1,374,Jolly Island,conventional,FALSE,FALSE
1,375,Jolly Island,conventional,FALSE,FALSE
1,376,Jolly Island,broiler_1,FALSE,FALSE
1,377,Jolly Island,broiler_2,FALSE,FALSE
1,378,Jolly Island,conventional,FALSE,FALSE
1,379,Jolly Island,broiler_2,FALSE,FALSE
1,380,Jolly Island,conventional,FALSE,FALSE
1,381,Jolly Island,broiler_1,FALSE,FALSE
1,382,Jolly Island,broiler_1,FALSE,FALSE
1,383,Jolly Island,conventional,FALSE,FALSE
1,384,Jolly Island,broiler_2,FALSE,FALSE
1,385,Jolly Island,broiler_2,FALSE,FALSE
1,386,Jolly Island,layer,FALSE,FALSE
1,387,Jolly Island,conventional,FALSE,FALSE
1,388,Jolly Island,broiler_1,FALSE,FALSE
1,389,Jolly Island,broiler_2,FALSE,FALSE
1,390,Jolly Island,conventional,FALSE,FALSE
1,391,Jolly Island,broiler_2,FALSE,FALSE
1,392,Jolly Island,organic,FALSE,FALSE
1,393,Jolly Island,conventional,FALSE,FALSE
1,394,Jolly Island,conventional,FALSE,FALSE
1,395,Jolly Island,conventional,FALSE,FALSE
1,396,Jolly Island,broiler_2,FALSE,FALSE
1,397,Jolly Island,broiler_2,FALSE,FALSE
1,398,Jolly Island,broiler_2,FALSE,FALSE
1,399,Jolly Island,broiler_1,FALSE,FALSE
1,400,Jolly Island,broiler_2,FALSE,FALSE
1,401,Jolly Island,layer,FALSE,FALSE
1,402,Jolly Island,organic,FALSE,FALSE
1,403,Jolly Island,conventional,FALSE,FALSE
1,404,Jolly Island,organic,FALSE,FALSE
1,405,Jolly Island,conventional,FALSE,FALSE
1,406,Jolly Island,organic,FALSE,FALSE
1,407,Jolly Island,conventional,FALSE,FALSE
1,408,Jolly Island,broiler_2,FALSE,FALSE
1,409,Jolly Island,broiler_2,FALSE,FALSE
1,410,Jolly Island,broiler_2,FALSE,FALSE
1,411,Jolly Island,conventional,FALSE,FALSE
1,412,Jolly Island,broiler_1,FALSE,FALSE
1,413,Jolly Island,broiler_2,FALSE,FALSE
1,414,Jolly Island,broiler_2,FALSE,FALSE
1,415,Jolly Island,conventional,FALSE,FALSE
1,416,Jolly Island,broiler_2,FALSE,FALSE
1,417,Jolly Island,broiler_1,FALSE,FALSE
1,418,Jolly Island,conventional,FALSE,FALSE
1,419,Jolly Island,conventional,FALSE,FALSE
1,420,Jolly Island,broiler_1,FALSE,FALSE
1,421,Jolly Island,broiler_2,FALSE,FALSE
1,422,Jolly Island,conventional,FALSE,FALSE
1,423,Jolly Island,conventional,FALSE,FALSE
1,424,Jolly Island,broiler_1,FALSE,FALSE
1,425,Jolly Island,broiler_2,FALSE,FALSE
1,426,Jolly Island,broiler_2,FALSE,FALSE
1,427,Jolly Island,broiler_1,FALSE,FALSE
1,428,Jolly Island,conventional,FALSE,FALSE
1,429,Jolly Island,broiler_2,FALSE,FALSE
1,430,Jolly Island,broiler_1,FALSE,FALSE
1,431,Jolly Island,conventional,FALSE,FALSE
1,432,Jolly Island,conventional,FALSE,FALSE
1,433,Jolly Island,broiler_2,FALSE,FALSE
1,434,Jolly Island,broiler_1,FALSE,FALSE
1,435,Jolly Island,conventional,FALSE,FALSE
1,436,Jolly Island,broiler_2,FALSE,FALSE
1,437,Jolly Island,conventional,FALSE,FALSE
1,438,Jolly Island,conventional,FALSE,FALSE
1,439,Jolly Island,conventional,FALSE,FALSE
1,440,Jolly Island,conventional,FALSE,FALSE
1,441,Jolly Island,conventional,FALSE,FALSE
1,442,Jolly Island,conventional,FALSE,FALSE
1,443,Jolly Island,layer,FALSE,FALSE
1,444,Jolly Island,broiler_2,FALSE,FALSE
1,445,Jolly Island,broiler_2,FALSE,FALSE
1,446,Jolly Island,conventional,FALSE,FALSE
1,447,Jolly Island,conventional,FALSE,FALSE
1,448,Jolly Island,broiler_2,FALSE,FALSE
1,449,Jolly Island,conventional,FALSE,FALSE
1,450,Jolly Island,conventional,FALSE,FALSE
1,451,Jolly Island,conventional,FALSE,FALSE
1,452,Jolly Island,broiler_2,FALSE,FALSE
1,453,Jolly Island,broiler_1,FALSE,FALSE
1,454,Jolly Island,broiler_1,FALSE,FALSE
1,455,Jolly Island,conventional,FALSE,FALSE
1,456,Jolly Island,conventional,FALSE,FALSE
1,457,Jolly Island,conventional,FALSE,FALSE
1,458,Jolly Island,broiler_1,FALSE,FALSE
1,459,Jolly Island,organic,FALSE,FALSE
1,460,Jolly Island,broiler_2,FALSE,FALSE
1,461,Jolly Island,conventional,TRUE,TRUE
1,462,Jolly Island,broiler_2,FALSE,FALSE
1,463,Jolly Island,broiler_2,FALSE,FALSE
1,464,Jolly Island,broiler_2,FALSE,FALSE
1,465,Jolly Island,broiler_1,FALSE,FALSE
1,466,Jolly Island,broiler_1,FALSE,FALSE
1,467,Jolly Island,conventional,FALSE,FALSE
1,468,Jolly Island,broiler_2,FALSE,FALSE
1,469,Jolly Island,broiler_2,FALSE,FALSE
1,470,Jolly Island,conventional,FALSE,TRUE
1,471,Jolly Island,conventional,FALSE,FALSE
1,472,Jolly Island,broiler_2,FALSE,FALSE
1,473,Jolly Island,organic,FALSE,FALSE
1,474,Jolly Island,conventional,FALSE,FALSE
1,475,Jolly Island,conventional,FALSE,FALSE
1,476,Jolly Island,conventional,FALSE,FALSE
1,477,Jolly Island,organic,FALSE,FALSE
1,478,Jolly Island,conventional,FALSE,FALSE
1,479,Jolly Island,conventional,FALSE,FALSE
1,480,Jolly Island,conventional,FALSE,FALSE
1,481,Jolly Island,conventional,FALSE,FALSE
1,482,Jolly Island,conventional,FALSE,FALSE
1,483,Jolly Island,conventional,FALSE,FALSE
1,484,Jolly Island,broiler_2,FALSE,FALSE
1,485,Jolly Island,broiler_2,FALSE,FALSE
1,486,Jolly Island,broiler_1,FALSE,FALSE
1,487,Jolly Island,layer,FALSE,FALSE
1,488,Jolly Island,broiler_1,FALSE,FALSE
1,489,Jolly Island,organic,FALSE,FALSE
1,490,Jolly Island,conventional,FALSE,FALSE
1,491,Jolly Island,broiler_1,FALSE,FALSE
1,492,Jolly Island,broiler_2,FALSE,FALSE
1,493,Jolly Island,organic,FALSE,FALSE
1,494,Jolly Island,conventional,FALSE,FALSE
1,495,Jolly Island,conventional,FALSE,FALSE
1,496,Jolly Island,conventional,FALSE,FALSE
1,497,Jolly Island,conventional,FALSE,FALSE
1,498,Jolly Island,conventional,FALSE,FALSE
1,499,Jolly Island,broiler_2,FALSE,FALSE
1,500,Jolly Island,conventional,FALSE,FALSE
1,501,Jolly Island,layer,TRUE,TRUE
1,502,Jolly Island,broiler_2,FALSE,FALSE
1,503,Jolly Island,broiler_2,FALSE,FALSE
1,504,Jolly Island,conventional,FALSE,FALSE
1,505,Jolly Island,broiler_2,FALSE,FALSE
1,506,Jolly Island,conventional,FALSE,FALSE
1,507,Jolly Island,conventional,FALSE,FALSE
1,508,Jolly Island,conventional,FALSE,FALSE
1,509,Jolly Island,organic,FALSE,FALSE
1,510,Jolly Island,conventional,FALSE,FALSE
1,511,Jolly Island,conventional,FALSE,FALSE
1,512,Jolly Island,broiler_2,FALSE,FALSE
1,513,Jolly Island,conventional,FALSE,FALSE
1,514,Jolly Island,conventional,FALSE,FALSE
1,515,Jolly Island,broiler_2,FALSE,FALSE
1,516,Jolly Island,conventional,FALSE,FALSE
1,517,Jolly Island,organic,FALSE,FALSE
1,518,Jolly Island,organic,FALSE,FALSE
1,519,Jolly Island,broiler_2,FALSE,FALSE
1,520,Jolly Island,broiler_1,FALSE,FALSE
1,521,Jolly Island,broiler_1,FALSE,FALSE
1,522,Jolly Island,conventional,TRUE,FALSE
1,523,Jolly Island,broiler_2,FALSE,FALSE
1,524,Jolly Island,conventional,FALSE,FALSE
1,525,Jolly Island,conventional,FALSE,FALSE
1,526,Jolly Island,conventional,TRUE,TRUE
1,527,Jolly Island,conventional,FALSE,FALSE
1,528,Jolly Island,organic,FALSE,FALSE
1,529,Jolly Island,conventional,FALSE,FALSE
1,530,Jolly Island,conventional,FALSE,FALSE
1,531,Jolly Island,conventional,FALSE,FALSE
1,532,Jolly Island,broiler_2,FALSE,FALSE
1,533,Jolly Island,conventional,FALSE,FALSE
1,534,Jolly Island,broiler_2,FALSE,FALSE
1,535,Jolly Island,broiler_2,FALSE,FALSE
1,536,Jolly Island,conventional,FALSE,FALSE
1,537,Jolly Island,layer,FALSE,FALSE
1,538,Jolly Island,conventional,FALSE,FALSE
1,539,Jolly Island,conventional,FALSE,FALSE
1,540,Jolly Island,broiler_2,FALSE,FALSE
1,541,Jolly Island,conventional,FALSE,FALSE
1,542,Jolly Island,conventional,FALSE,FALSE
1,543,Jolly Island,broiler_2,FALSE,FALSE
