farm_id,production,species,county,H_i,x,y
1068,conventional,duck,Allegheny,0,445651.798075098,4658304.70240917
1069,conventional,duck,Fulton,0,418051.707277713,4668924.34504327
107,conventional,duck,Fulton,0,416160.065531596,4681313.43247111
1070,conventional,duck,Fulton,0,437516.277492113,4641441.22942285
1071,organic,duck,Allegheny,0,446204.511146275,4655883.49031564
1072,broiler_2,chicken,Fulton,0,411252.787401651,4651671.90071736
1073,organic,duck,Fulton,0,417555.709502799,4668208.9664819
1074,layer,chicken,Fulton,0,422444.694927643,4681771.1868322
1075,broiler_2,chicken,Fulton,0,415821.035948585,4635066.09916804
1076,layer,chicken,Fulton,0,430431.825696441,4666815.53284963
1077,broiler_2,chicken,Fulton,0,413141.838742835,4645148.80347521
1078,conventional,duck,Fulton,0,415968.778091398,4642959.53969317
1079,broiler_2,chicken,Fulton,0,431258.488597527,4644557.0159707
108,conventional,duck,Fulton,0,427198.185407982,4646715.53166145
1080,broiler_2,chicken,Fulton,0,423768.834970593,4676164.98766716
1081,organic,duck,Fulton,0,432689.222730366,4662605.31760881
1082,conventional,duck,Fulton,0,413571.333660021,4649731.68931627
1083,layer,chicken,Allegheny,0,443540.647836223,4667892.41129011
1084,conventional,duck,Fulton,0,431788.410717638,4648275.60023814
1085,conventional,duck,Allegheny,0,448859.678673774,4670942.150917
1086,broiler_2,chicken,Fulton,0,420051.704826639,4680157.29006487
1087,layer,chicken,Fulton,0,421468.523478882,4638148.33796903
1088,broiler_2,chicken,Fulton,0,425720.676909031,4664524.46268186
1089,conventional,duck,Fulton,0,423937.596365794,4653929.20118543
109,broiler_2,chicken,Fulton,0,418894.704425353,4646916.00359263
1090,organic,duck,Fulton,0,418896.45732076,4660196.21134734
1091,conventional,duck,Fulton,0,433023.098612366,4667404.07398416
1092,conventional,duck,Fulton,0,430766.367495951,4662477.20152122
1093,broiler_2,chicken,Fulton,0,419366.56165956,4637232.53683191
1094,broiler_2,chicken,Fulton,0,423570.943014076,4646155.87151728
1095,layer,chicken,Fulton,0,417598.746193547,4647719.37969329
1096,broiler_2,chicken,Fulton,0,419945.288645044,4680375.77443142
1097,conventional,duck,Fulton,0,434127.837691564,4640313.69152948
1098,conventional,duck,Fulton,0,412162.074732477,4651532.81569663
1099,broiler_1,chicken,Fulton,0,417584.766703878,4649755.00853305
11,broiler_2,chicken,Allegheny,0,446155.777044772,4663678.65979842
110,broiler_1,chicken,Fulton,0,409517.80597904,4659000.81285652
1100,layer,chicken,Fulton,0,403850.463581531,4664515.55214631
1101,conventional,duck,Fulton,0,431343.742961972,4650156.28374196
1102,conventional,duck,Allegheny,0,441713.751402082,4667176.56896681
1103,organic,duck,Indiana,0,454365.869817219,4686912.97170561
1104,conventional,duck,Indiana,0,455173.851306974,4685863.19042998
1105,broiler_2,chicken,Allegheny,0,450821.248740545,4645802.38114365
1106,conventional,duck,Allegheny,0,464065.342603794,4662781.45867216
1107,conventional,duck,Allegheny,0,455376.681481646,4674159.65617844
1108,organic,duck,Lancaster,0,439910.433686819,4691221.97073742
1109,conventional,duck,Blair,0,408189.203967772,4635213.60160025
111,broiler_1,chicken,Fulton,0,419736.782333915,4669496.9932773
1110,conventional,duck,Allegheny,0,459546.92147782,4687086.11264798
1111,organic,duck,Blair,0,396011.393800896,4653846.04887745
1112,organic,duck,Fulton,0,406608.49018194,4627815.70942406
1113,broiler_1,chicken,Blair,0,393031.603051251,4657872.56460077
1114,conventional,duck,Fulton,0,407848.408278391,4624635.15137216
1115,conventional,duck,Allegheny,0,463495.065932255,4658839.15849633
1116,conventional,duck,Lancaster,0,443281.405017965,4687355.85760061
1117,conventional,duck,Allegheny,0,457030.420781088,4685404.47337306
1118,organic,duck,Lancaster,0,411178.858325085,4683271.28258486
1119,broiler_1,chicken,Lancaster,0,431663.723843193,4691975.18624127
112,organic,duck,Fulton,0,414541.043611067,4650119.23464936
1120,conventional,duck,Allegheny,0,463032.540343869,4680452.9403921
1121,conventional,duck,Fulton,0,408592.546788761,4668655.29821212
1122,conventional,duck,Indiana,0,455993.489301424,4692411.48278742
1123,broiler_2,chicken,Allegheny,0,450944.958491772,4660588.51815816
1124,conventional,duck,Indiana,0,454454.253062308,4687997.79339262
1125,broiler_2,chicken,Allegheny,0,457756.676881706,4651926.87484625
1126,organic,duck,Allegheny,0,461384.887542593,4683956.21342389
1127,layer,chicken,Fulton,0,427671.947057145,4628077.5710075
1128,broiler_1,chicken,Lancaster,0,432125.682808729,4682863.70055344
1129,organic,duck,Indiana,0,466397.697443682,4684497.15492402
113,conventional,duck,Allegheny,0,436500.830840032,4650953.86777275
1130,broiler_2,chicken,Lancaster,0,404231.597087898,4687604.62493082
1131,broiler_2,chicken,Lancaster,0,451335.547083043,4683643.14632251
1132,layer,chicken,Allegheny,0,460061.20964871,4675502.11703217
1133,broiler_1,chicken,Blair,0,401081.406571073,4636244.54730124
1134,organic,duck,Blair,0,408814.345872574,4651023.68887535
1135,conventional,duck,Allegheny,0,435712.698459237,4637328.10546616
1136,broiler_2,chicken,Lancaster,0,440794.83863461,4682011.2419766
1137,broiler_1,chicken,Allegheny,0,447931.496546698,4655487.02582136
1138,conventional,duck,Fulton,0,409074.976984713,4627477.64611119
1139,broiler_2,chicken,Allegheny,0,461677.403742229,4673272.03337592
114,conventional,duck,Fulton,0,430990.03781635,4653722.43356333
1140,layer,chicken,Blair,0,401624.673879094,4646678.42325575
1141,conventional,duck,Allegheny,0,436411.070019101,4637872.77979206
1142,organic,duck,Allegheny,0,462464.606934591,4670176.86149634
1143,organic,duck,Susquehanna,0,443547.688415756,4628109.11191607
1144,broiler_2,chicken,Fulton,0,410509.929062342,4625907.41012767
1145,broiler_2,chicken,Lancaster,0,413302.971770653,4688075.13315602
1146,broiler_2,chicken,Blair,0,400303.228169315,4640276.12487392
1147,conventional,duck,Lancaster,0,438390.13343231,4691728.18679268
1148,organic,duck,Blair,0,402292.004154057,4674533.58430374
1149,conventional,duck,Blair,0,406749.58835225,4633840.36796103
115,broiler_2,chicken,Allegheny,0,440694.25064516,4651270.6210677
1150,layer,chicken,Allegheny,0,450496.689413169,4642849.31008982
1151,conventional,duck,Fulton,0,412851.678627668,4674020.02213658
1152,organic,duck,Lancaster,0,406924.527771672,4683195.56632607
1153,broiler_2,chicken,Blair,0,398197.143525167,4675860.84209253
1154,layer,chicken,Allegheny,0,449561.418718535,4645260.18038819
1155,conventional,duck,Allegheny,0,454025.012749269,4648782.48413641
1156,organic,duck,Fulton,0,418280.809163884,4630307.61547699
1157,broiler_1,chicken,Blair,0,403320.916920389,4642816.88098255
1158,conventional,duck,Allegheny,0,457247.782066408,4656798.2106118
1159,broiler_1,chicken,Fulton,0,416614.450286006,4674494.10873504
116,broiler_2,chicken,Fulton,0,426509.228471797,4652278.80549261
1160,conventional,duck,Lancaster,0,451193.081058506,4689279.03732788
1161,conventional,duck,Blair,0,392731.762820214,4657621.18177761
1162,conventional,duck,Allegheny,0,461367.05840381,4681767.13977397
1163,broiler_2,chicken,Allegheny,0,450590.494208278,4649133.65830824
1164,broiler_2,chicken,Blair,0,400888.55224213,4659335.70663819
1165,conventional,duck,Blair,0,403378.512564041,4652317.10193927
1166,conventional,duck,Allegheny,0,447366.292174676,4646228.11785892
1167,broiler_2,chicken,Blair,0,402870.85860568,4682119.99943725
1168,broiler_2,chicken,Allegheny,0,450359.501330785,4653659.00594901
1169,broiler_1,chicken,Allegheny,0,459277.210703987,4671335.852524
117,organic,duck,Fulton,0,413889.202270023,4661859.16742858
1170,broiler_1,chicken,Fulton,0,416065.792727059,4629854.07968747
1171,broiler_2,chicken,Allegheny,0,456253.661192253,4662502.64518602
1172,broiler_2,chicken,Allegheny,0,448707.248622963,4666875.65073445
1173,broiler_1,chicken,Blair,0,399400.017759574,4649219.04293622
1174,organic,duck,Fulton,0,415822.722631357,4634328.11475005
1175,broiler_1,chicken,Indiana,0,461100.223123056,4689774.36239305
1176,conventional,duck,Allegheny,0,450955.701649897,4658677.83011257
1177,conventional,duck,Lancaster,0,422116.763319571,4684635.78020615
1178,broiler_1,chicken,Lancaster,0,428274.215579257,4680727.4090827
1179,conventional,duck,Lancaster,0,433590.743115061,4689085.96108943
118,broiler_1,chicken,Fulton,0,411499.712393329,4653216.9848758
1180,broiler_1,chicken,Fulton,0,408021.151973828,4629341.7692146
1181,organic,duck,Fulton,0,425934.372032979,4629671.6712948
1182,conventional,duck,Blair,0,400010.007183542,4671627.53553151
1183,layer,chicken,Blair,0,405505.666237235,4675451.58194783
1184,broiler_2,chicken,Fulton,0,414136.756856774,4620381.57314629
1185,conventional,duck,Allegheny,0,441034.492111988,4639531.88118232
1186,broiler_2,chicken,Fulton,0,412403.742410766,4633169.88631817
1187,broiler_2,chicken,Allegheny,0,460267.456244271,4678913.85026749
1188,conventional,duck,Allegheny,0,448547.725047872,4653364.66037879
1189,organic,duck,Allegheny,0,457179.562230376,4659595.22828877
119,organic,duck,Fulton,0,407984.267056647,4646722.96854996
1190,broiler_2,chicken,Allegheny,0,452717.909067899,4658836.89858436
1191,organic,duck,Blair,0,400788.887740824,4673300.7673849
1192,broiler_2,chicken,Allegheny,0,460903.968015974,4660316.87436437
1193,conventional,duck,Allegheny,0,448331.07601827,4651420.09205946
1194,conventional,duck,Lancaster,0,412336.751307456,4691094.70111464
1195,broiler_2,chicken,Blair,0,398742.205560048,4650824.87265256
1196,layer,chicken,Lancaster,0,445750.439887138,4689062.73073476
1197,broiler_2,chicken,Lancaster,0,438499.600945126,4681866.0471185
1198,layer,chicken,Blair,0,406596.858495627,4642085.7216628
1199,conventional,duck,Fulton,0,410683.184834327,4628435.57560927
12,conventional,duck,Allegheny,0,437880.378735591,4643787.55441469
120,conventional,duck,Fulton,0,422251.726647778,4671151.68511734
1200,layer,chicken,Blair,0,405787.773300531,4680769.14093293
1201,broiler_1,chicken,Allegheny,0,444732.859348476,4646004.22285691
1202,conventional,duck,Lancaster,0,428883.394109309,4680076.14891597
1203,broiler_1,chicken,Fulton,0,434555.243846948,4631239.70032551
1204,conventional,duck,Fulton,0,440280.578252587,4629049.78846751
1205,organic,duck,Lancaster,0,427778.703448916,4684110.71887513
1206,broiler_2,chicken,Fulton,0,417030.579203285,4624417.0901037
1207,conventional,duck,Allegheny,0,456025.543581865,4684071.81164437
1208,conventional,duck,Lancaster,0,439558.855296079,4685087.54863097
1209,broiler_2,chicken,Blair,0,401596.724110479,4664572.20282615
121,conventional,duck,Fulton,0,428328.620677648,4649241.22861273
1210,broiler_2,chicken,Blair,0,405912.491286634,4649498.53416031
1211,conventional,duck,Allegheny,0,457506.819755631,4680515.19452857
1212,conventional,duck,Fulton,0,414734.378160707,4675240.44051705
1213,conventional,duck,Blair,0,393664.593561852,4666362.83881839
1214,broiler_2,chicken,Allegheny,0,452886.081274627,4649274.53002741
1215,broiler_2,chicken,Lancaster,0,439107.471207868,4687521.65575997
1216,broiler_2,chicken,Allegheny,0,449685.724240803,4646186.22467264
1217,broiler_2,chicken,Lancaster,0,429837.221433447,4692972.9739308
1218,broiler_2,chicken,Blair,0,396549.041383134,4667596.61110695
1219,conventional,duck,Blair,0,392955.650171778,4664396.74887775
122,conventional,duck,Fulton,0,438351.290652948,4669812.38847996
1220,organic,duck,Fulton,0,423635.461732017,4632518.85565985
1221,conventional,duck,Blair,0,395458.292374749,4670664.26746354
1222,broiler_1,chicken,Allegheny,0,450169.306896875,4667601.33404449
1223,broiler_2,chicken,Lancaster,0,411362.232785134,4689841.33292015
1224,conventional,duck,Lancaster,0,448275.747321286,4688285.28451991
1225,broiler_1,chicken,Allegheny,0,452271.988619108,4657543.81120366
1226,broiler_2,chicken,Fulton,0,409905.041567802,4675830.77397629
1227,layer,chicken,Fulton,0,407876.645516244,4670559.74477732
1228,broiler_1,chicken,Allegheny,0,448062.459809253,4653454.56137923
1229,broiler_1,chicken,Lancaster,0,411672.02045859,4689163.66547251
123,conventional,duck,Fulton,0,416639.731144184,4642099.12009037
1230,conventional,duck,Blair,0,399186.794605323,4671730.27356402
1231,conventional,duck,Blair,0,407489.802546487,4636240.44894317
1232,organic,duck,Fulton,0,409400.723488873,4669973.90227795
1233,conventional,duck,Allegheny,0,456715.052383776,4666500.6501628
1234,conventional,duck,Lancaster,0,439508.305864746,4690116.58453287
1235,conventional,duck,Lancaster,0,430117.753921535,4682092.01615961
1236,conventional,duck,Fulton,0,409373.908041618,4679339.52673809
1237,organic,duck,Indiana,0,461542.4065742,4687956.52685661
1238,broiler_1,chicken,Fulton,0,411368.586607517,4621853.99670001
1239,conventional,duck,Lancaster,0,433348.475403258,4691200.50350672
124,broiler_2,chicken,Fulton,0,423608.984054352,4650774.96093591
1240,conventional,duck,Lancaster,0,431441.453895503,4682448.50693698
1241,broiler_1,chicken,Allegheny,0,462040.652930372,4679630.21279283
1242,broiler_2,chicken,Fulton,0,414517.289738967,4676475.10833205
1243,conventional,duck,Lancaster,0,423007.139137071,4688532.68187802
1244,conventional,duck,Fulton,0,429040.034463604,4625239.68414668
1245,conventional,duck,Fulton,0,414738.379248803,4623742.95241157
1246,conventional,duck,Lancaster,0,450549.444168381,4688909.00505592
1247,conventional,duck,Blair,0,404205.319652969,4659644.60267615
1248,conventional,duck,Blair,0,401599.143856176,4670980.67454136
1249,conventional,duck,Lancaster,0,402391.220404892,4686961.21664312
125,broiler_2,chicken,Fulton,0,414921.450912578,4647941.94043328
1250,broiler_2,chicken,Fulton,0,420265.486873113,4626122.43219433
1251,conventional,duck,Lancaster,0,436858.564616294,4680516.04743362
1252,layer,chicken,Lancaster,0,414950.082897947,4684824.90120973
1253,broiler_2,chicken,Blair,0,403750.861762591,4637250.68041645
1254,broiler_2,chicken,Blair,0,403429.700681542,4660608.5260091
1255,layer,chicken,Blair,0,401175.284537756,4652152.84954241
1256,broiler_2,chicken,Blair,0,407668.234756642,4637899.16390113
1257,conventional,duck,Blair,0,397679.032566474,4675728.73997154
1258,conventional,duck,Allegheny,0,462200.940875985,4674951.82008418
1259,organic,duck,Fulton,0,435786.659748182,4631505.7166078
126,conventional,duck,Fulton,0,414254.81216222,4647433.050068
1260,broiler_2,chicken,Lancaster,0,441955.573265254,4681578.85614794
1261,broiler_1,chicken,Lancaster,0,405860.444902149,4688299.32438233
1262,conventional,duck,Fulton,0,411675.358520042,4636304.86276963
1263,layer,chicken,Allegheny,0,453496.530258113,4640447.70415348
1264,conventional,duck,Lancaster,0,442077.432801593,4688615.63010217
1265,conventional,duck,Lancaster,0,420864.40786683,4684846.09340226
1266,broiler_1,chicken,Allegheny,0,456748.263772258,4663821.8572118
1267,conventional,duck,Fulton,0,414416.280118,4625994.45800675
1268,organic,duck,Allegheny,0,454943.228328405,4678290.09675083
1269,conventional,duck,Blair,0,392033.66328783,4666943.94715959
127,conventional,duck,Fulton,0,418999.717651639,4674254.35082752
1270,conventional,duck,Blair,0,399519.885209178,4653173.66134984
1271,conventional,duck,Allegheny,0,456811.367614253,4665899.55613101
1272,conventional,duck,Fulton,0,428687.881451594,4624023.04579025
1273,layer,chicken,Blair,0,404102.12943691,4656891.39487455
1274,broiler_2,chicken,Fulton,0,423129.947687003,4621320.81058032
1275,organic,duck,Fulton,0,410121.740015095,4624534.21626771
1276,organic,duck,Lancaster,0,419824.301921691,4688803.73412337
1277,conventional,duck,Fulton,0,434788.182314991,4635213.31116313
1278,broiler_1,chicken,Allegheny,0,459915.491038815,4659504.67310198
1279,conventional,duck,Allegheny,0,445635.4229162,4648425.93012506
128,broiler_1,chicken,Fulton,0,409138.232380673,4651903.30972498
1280,conventional,duck,Fulton,0,441188.217144102,4630982.73927968
1281,conventional,duck,Fulton,0,412838.331718,4620741.67699458
1282,conventional,duck,Allegheny,0,458394.464960018,4657760.96427302
1283,conventional,duck,Allegheny,0,463313.406640723,4672815.11470004
1284,broiler_2,chicken,Fulton,0,419825.698340081,4630771.65264942
1285,broiler_2,chicken,Fulton,0,423457.712018127,4630062.08929046
1286,conventional,duck,Fulton,0,427052.315949084,4632974.48591087
1287,broiler_2,chicken,Lancaster,0,421664.281511862,4694295.44100111
1288,broiler_2,chicken,Lancaster,0,429330.818105218,4693143.52536098
1289,conventional,duck,Fulton,0,417104.762118109,4628906.72548756
129,conventional,duck,Allegheny,0,440094.874480568,4657478.68298549
1290,broiler_2,chicken,Fulton,0,410923.427627062,4679535.82065048
1291,broiler_2,chicken,Allegheny,0,460861.246066246,4657800.41102339
1292,broiler_2,chicken,Blair,0,403511.249076035,4655394.97802053
1293,conventional,duck,Fulton,0,431738.864193532,4626636.03827744
1294,conventional,duck,Allegheny,0,462834.924654753,4682003.7918675
1295,organic,duck,Lancaster,0,421900.537251055,4693116.13496747
1296,organic,duck,Blair,0,397559.065660231,4654256.4435308
1297,broiler_2,chicken,Lancaster,0,426224.979385747,4684029.57143678
1298,broiler_2,chicken,Allegheny,0,462051.796843055,4673672.72645608
1299,conventional,duck,Blair,0,397968.530133835,4648266.56935795
13,conventional,duck,Fulton,0,419574.08055088,4660731.2789546
130,broiler_2,chicken,Fulton,0,421576.261786495,4665423.41071209
1300,layer,chicken,Fulton,0,420938.356664552,4623565.80529542
1301,conventional,duck,Fulton,0,427210.042164896,4639749.80979964
1302,conventional,duck,Blair,0,407333.6459071,4653416.65855065
1303,conventional,duck,Allegheny,0,450288.459319399,4663026.24226748
1304,broiler_2,chicken,Fulton,0,427548.985740591,4630348.59112306
1305,organic,duck,Lancaster,0,445710.463933225,4688204.64159292
1306,conventional,duck,Allegheny,0,458640.443965231,4650169.4150017
1307,conventional,duck,Fulton,0,418688.385952294,4637698.83880978
1308,organic,duck,Blair,0,402099.553318353,4664243.36847995
1309,conventional,duck,Lancaster,0,407487.259166106,4688975.6896845
131,conventional,duck,Allegheny,0,441857.366047381,4666362.16850922
1310,broiler_1,chicken,Lancaster,0,429005.409698723,4693829.31289563
1311,conventional,duck,Allegheny,0,453580.254453068,4660879.74357934
1312,conventional,duck,Fulton,0,411519.465296102,4638360.40177302
1313,organic,duck,Lancaster,0,452403.664783418,4688642.70634366
1314,conventional,duck,Blair,0,395214.040306454,4667596.45064322
1315,conventional,duck,Blair,0,408523.496371219,4637754.94460303
1316,broiler_2,chicken,Allegheny,0,455224.835973793,4652498.99398763
1317,broiler_1,chicken,Fulton,0,430142.668878983,4631601.82703696
1318,organic,duck,Lancaster,0,422454.312391568,4694375.80208755
1319,conventional,duck,Allegheny,0,436011.886807254,4640164.35838262
132,conventional,duck,Fulton,0,409792.47485248,4640179.99056104
1320,conventional,duck,Blair,0,403483.353295463,4673348.89587078
1321,broiler_2,chicken,Fulton,0,433522.014869677,4630665.73879366
1322,conventional,duck,Lancaster,0,415140.365150528,4690316.28803521
1323,layer,chicken,Lancaster,0,412324.189224963,4689523.66156533
1324,broiler_2,chicken,Lancaster,0,431155.587349958,4682987.14715887
1325,broiler_1,chicken,Allegheny,0,456846.182132921,4671784.8261307
1326,conventional,duck,Fulton,0,427098.281094892,4632262.84921809
1327,conventional,duck,Allegheny,0,461647.18878858,4669664.43321893
1328,conventional,duck,Lancaster,0,423423.298066085,4687330.22717499
1329,conventional,duck,Allegheny,0,461371.257682862,4667116.18716904
133,conventional,duck,Fulton,0,435603.69427938,4674263.61615983
1330,conventional,duck,Indiana,0,454827.242533641,4688997.83051475
1331,broiler_2,chicken,Allegheny,0,442291.973875099,4636390.4121619
1332,organic,duck,Blair,0,400671.339896808,4671406.72528982
1333,conventional,duck,Allegheny,0,456402.31505076,4647285.41833036
1334,conventional,duck,Allegheny,0,466426.590871583,4667941.7468108
1335,conventional,duck,Fulton,0,407975.817526075,4668330.55850055
1336,broiler_2,chicken,Fulton,0,427810.809749528,4635817.82812104
1337,conventional,duck,Lancaster,0,437369.852990034,4685704.51027814
1338,conventional,duck,Allegheny,0,442664.513275822,4640639.74659872
1339,broiler_2,chicken,Fulton,0,440386.346278722,4628142.30674359
134,broiler_2,chicken,Allegheny,0,444762.979966986,4659457.28393063
1340,broiler_2,chicken,Fulton,0,437562.671402559,4628210.04445658
1341,conventional,duck,Lancaster,0,406514.517900535,4684894.01366794
1342,conventional,duck,Blair,0,399429.366304854,4647721.62209766
1343,broiler_2,chicken,Allegheny,0,461385.371803811,4670550.3511948
1344,conventional,duck,Lancaster,0,430016.134039042,4681223.30368774
1345,conventional,duck,Lancaster,0,428144.95708207,4689189.74455864
1346,broiler_2,chicken,Lancaster,0,402959.320194071,4687851.97605607
1347,organic,duck,Lancaster,0,436428.451358701,4680434.41850831
1348,conventional,duck,Blair,0,403706.349823749,4649995.38912575
1349,conventional,duck,Lancaster,0,428469.29843886,4680774.22380422
135,broiler_2,chicken,Fulton,0,411020.465939986,4653200.46186312
1350,conventional,duck,Allegheny,0,461415.867556225,4662415.36568181
1351,conventional,duck,Allegheny,0,459935.129931764,4659166.54438061
1352,conventional,duck,Indiana,0,463478.280518152,4689775.74052849
1353,organic,duck,Allegheny,0,458815.63616719,4654728.20870743
1354,layer,chicken,Lancaster,0,437337.603883623,4691297.56350867
1355,broiler_2,chicken,Fulton,0,441623.653102065,4632910.11803783
1356,conventional,duck,Allegheny,0,454437.88838479,4675090.95382745
1357,conventional,duck,Lancaster,0,424466.732911322,4684594.38756614
1358,conventional,duck,Lancaster,0,429273.889781458,4682440.02584039
1359,conventional,duck,Fulton,0,431123.942611447,4631190.40190889
136,conventional,duck,Fulton,0,409903.047135445,4656490.52318048
1360,broiler_2,chicken,Fulton,0,421949.726890423,4629653.74089079
1361,organic,duck,Lancaster,0,428948.122053722,4687460.77197594
1362,conventional,duck,Indiana,0,461695.464100304,4690734.68202252
1363,organic,duck,Lancaster,0,431250.705819878,4680320.38214641
1364,broiler_1,chicken,Fulton,0,420814.858368638,4623324.61133138
1365,broiler_2,chicken,Fulton,0,426556.727904065,4623347.89839527
1366,broiler_1,chicken,Blair,0,405127.764474558,4676093.26229698
1367,conventional,duck,Lancaster,0,442559.589518959,4689249.06723001
1368,organic,duck,Blair,0,407817.292654545,4637208.18234707
1369,conventional,duck,Allegheny,0,451623.007489377,4640779.10227889
137,organic,duck,Fulton,0,424789.516123136,4640425.80999445
1370,organic,duck,Blair,0,403498.378918127,4668738.48119248
1371,conventional,duck,Lancaster,0,421371.798223306,4684812.52861876
1372,layer,chicken,Lancaster,0,419756.371365288,4689008.88520408
1373,layer,chicken,Fulton,0,437988.512876995,4631379.09506953
1374,broiler_1,chicken,Lancaster,0,450966.506035215,4689393.22515973
1375,broiler_2,chicken,Fulton,0,408253.575279845,4672378.86283719
1376,broiler_1,chicken,Allegheny,0,468104.302249286,4672594.80364212
1377,broiler_2,chicken,Fulton,0,404803.879832745,4631086.7562269
